PROBEID,SYMBOL
7905047,FCGR1A
7905047,FCGR1B
7905051,PPIAL4C
7905051,PPIAL4A
7905051,PPIAL4G
7905051,PPIAL4E
7905051,PPIAL4D
7905051,PPIAL4F
7905051,PPIA
7905054,RNVU1-3
7905054,RNVU1-20
7905054,RNVU1-4
7905058,LINC01145
7905060,FCGR1A
7905060,FCGR1CP
7905060,FCGR1B
7905067,H4C15
7905067,H4C14
7905077,
7905079,H2AC19
7905079,H2AC18
7905079,H2AC20
7905079,H2AC21
7905085,H3C15
7905085,H3C14
7905085,H3C13
7905088,H2AC20
7905092,BOLA1
7905099,VPS45
7905116,PLEKHO1
7905127,
7905129,
7905131,CA14
7905145,
7905147,C1orf54
7905154,CIART
7905163,MRPS21
7905171,PRPF3
7905185,RPRD2
7905198,TARS2
7905220,ECM1
7905233,ADAMTSL4
7905254,
7905256,
7905258,SETDB1
7905283,ANXA9
7905299,PRUNE1
7905308,BNIPL
7905324,C1orf56
7905329,MLLT11
7905339,GABPB2
7905349,TNFAIP8L2
7905349,TNFAIP8L2-SCNM1
7905355,SCNM1
7905355,TNFAIP8L2-SCNM1
7905365,PIP5K1A
7905374,PSMD4
7905382,ZNF687
7905395,PSMB4
7905406,CGN
7905428,TUFT1
7905444,SNX27
7905462,
7905464,RIIAD1
7905474,OAZ3
7905481,
7905483,LCE5A
7905486,CRCT1
7905490,LCE3C
7905492,LCE3B
7905496,LINC00302
7905500,LCE2D
7905503,LCE2C
7905505,LCE2B
7905507,LCE2A
7905510,LCE4A
7905512,C1orf68
7905515,KPRP
7905517,LCE1F
7905519,LCE1E
7905523,LCE1D
7905525,LCE1B
7905528,LCE1A
7905530,SMCP
7905533,IVL
7905536,SPRR4
7905544,SPRR1A
7905548,SPRR3
7905553,SPRR1B
7905559,LELP1
7905563,LORICRIN
7905569,
7905571,S100A9
7905576,S100A7A
7905581,S100A1
7905589,CHTOP
7905598,SNAPIN
7905606,NPR1
7905629,
7905631,INTS3
7905664,SLC27A3
7905677,CREB3L4
7905691,RPS27
7905691,ZNF320
7905691,RGS4
7905698,
7905700,UBAP2L
7905731,
7905733,HAX1
7905742,
7905744,
7905746,AQP10
7905754,ATP8B2
7905789,IL6R
7905801,TDRD10
7905817,CHRNB2
7905826,CKS1B
7905831,FLAD1
7905848,LENEP
7905854,ZBTB7B
7905862,DCST1
7905881,ADAM15
7905909,EFNA4
7905918,EFNA3
7905927,
7905929,EFNA1
7905938,SLC50A1
7905949,
7905951,TRIM46
7905968,MTX1
7905974,HCN3
7905986,FDPS
7905999,RUSC1
7906015,
7906017,POU5F1P4
7906021,MSTO1
7906021,MSTO2P
7906041,DAP3
7906056,MSTO1
7906056,MSTO2P
7906061,SYT11
7906069,RXFP4
7906072,LAMTOR2
7906079,RAB25
7906085,LMNA
7906107,SEMA4A
7906128,SLC25A44
7906133,PMF1
7906133,PMF1-BGLAP
7906140,PMF1-BGLAP
7906140,BGLAP
7906146,TMEM79
7906154,TSACC
7906163,RHBG
7906175,
7906177,TTC24
7906185,NAXE
7906194,GPATCH4
7906197,HAPLN2
7906205,BCAN
7906223,METTL25B
7906233,
7906235,PRCC
7906244,NTRK1
7906264,PEAR1
7906284,LRRC71
7906303,
7906305,
7906307,KIRREL1
7906330,CD1D
7906339,CD1A
7906348,CD1C
7906355,CD1E
7906365,OR10K1
7906367,OR10R2
7906370,OR10R3P
7906372,OR10Z1
7906374,OR6K6
7906377,MNDA
7906386,PYHIN1
7906400,IFI16
7906417,CADM3
7906433,
7906435,ACKR1
7906443,FCER1A
7906452,OR10J1
7906458,APCS
7906465,
7906467,
7906469,DUSP23
7906475,FCRL6
7906486,SLAMF8
7906496,KCNJ9
7906501,ATP1A2
7906527,ATP1A4
7906552,CASQ1
7906564,PEA15
7906574,SUMO1P3
7906576,NCSTN
7906597,NHLH1
7906602,VANGL2
7906613,SLAMF7
7906622,LY9
7906642,KLHDC9
7906652,NIT1
7906662,UFC1
7906671,USP21
7906688,PPOX
7906703,NDUFS2
7906720,FCER1G
7906728,TOMM40L
7906742,PCP4L1
7906746,SDHC
7906751,
7906753,
7906757,FCGR2A
7906764,HSPA6
7906767,FCGR2B
7906767,FCGR2C
7906767,FCGR2A
7906775,HSPA7
7906775,HSPA6
7906777,FCGR2B
7906784,
7906786,FCRLA
7906797,FCRLB
7906808,
7906810,DUSP12
7906819,ATF6
7906838,NOS1AP
7906852,UHMK1
7906863,UAP1
7906878,DDR2
7906898,
7906900,DDR2
7906904,HSD17B7
7906904,HSD17B7P2
7906919,RGS4
7906930,NUF2
7906948,
7906950,
7906952,
7906954,PBX1
7906969,
7906973,LRRC52
7906978,MGST3
7906988,LOC440700
7906993,
7906995,UCK2
7907008,
7907010,
7907012,FMO9P
7907024,POGK
7907032,MAEL
7907049,
7907051,
7907053,STYXL2
7907058,POU2F1
7907079,RCSD1
7907090,
7907092,MPZL1
7907104,DCAF6
7907124,TIPRL
7907135,SFT2D2
7907146,TBX19
7907156,XCL1
7907160,ATP1B1
7907171,BLZF1
7907183,C1orf112
7907211,
7907213,GORAB
7907222,PRRX1
7907232,MROH9
7907249,FMO3
7907260,FMO6P
7907271,FMO2
7907286,FMO1
7907297,FMO4
7907308,
7907310,PRRC2C
7907349,
7907351,
7907353,EEF1AKNMT
7907368,
7907370,DNM3
7907394,
7907396,C1orf105
7907404,SUCO
7907430,FASLG
7907439,PRDX6
7907445,KLHL20
7907462,
7907464,
7907466,DARS2
7907486,ZBTB37
7907492,RABGAP1L
7907531,GPR52
7907535,
7907537,CACYBP
7907549,TNN
7907568,LINC01657
7907572,PAPPA2
7907601,BRINP2
7907611,RASAL2
7907633,TEX35
7907649,C1orf220
7907655,
7907657,RALGPS2
7907680,FAM20B
7907690,TOR3A
7907700,
7907702,SOAT1
7907719,AXDND1
7907747,
7907749,TDRD5
7907769,FAM163A
7907773,TOR1AIP1
7907788,
7907790,CEP350
7907830,QSOX1
7907847,
7907849,LHX4
7907859,
7907861,XPR1
7907882,KIAA1614
7907893,MR1
7907904,IER5
7907907,LINC01699
7907911,CACNA1E
7907960,
7907962,
7907964,
7907966,
7907968,
7907970,
7907972,LINC00272
7907977,RGSL1
7907986,RGSL1
7908003,NPL
7908022,DHX9
7908041,LAMC1
7908072,LAMC2
7908097,SMG7
7908125,RGL1
7908147,TSEN15
7908155,
7908157,
7908159,
7908161,C1orf21
7908169,RNF2
7908178,SWT1
7908204,HMCN1
7908312,PRG4
7908328,
7908330,ODR4
7908347,
7908351,PLA2G4A
7908371,ERVMER61-1
7908376,RGS18
7908382,RGS21
7908388,RGS1
7908397,RGS13
7908407,RPS27A
7908409,RGS2
7908421,RO60
7908437,CDC73
7908459,CFH
7908481,CFHR3
7908488,CFHR1
7908492,CFHR4
7908496,CFHR2
7908499,CFHR5
7908508,CRB1
7908525,C1orf53
7908529,LHX9
7908543,NEK7
7908553,PTPRC
7908591,
7908593,
7908595,
7908597,NR5A2
7908610,
7908612,
7908614,CAMSAP2
7908635,
7908637,GPR25
7908639,INAVA
7908650,IGFN1
7908672,PKP1
7908692,RPS10P7
7908694,NAV1
7908728,
7908730,
7908732,IPO9
7908758,SHISA4
7908766,TIMM17A
7908775,
7908777,
7908779,RNPEP
7908793,ELF3
7908812,GPR37L1
7908816,LGR6
7908839,
7908841,PPP1R12B
7908861,
7908863,MGAT4EP
7908867,TMEM183A
7908867,TMEM183BP
7908879,PPFIA4
7908907,ADORA1
7908917,BTG2
7908924,PRELP
7908931,OPTC
7908940,ATP2B4
7908966,LINC00260
7908968,LAX1
7908978,ZBED6
7908978,ZC3H11A
7908988,SNRPE
7908993,SOX13
7909011,MDM4
7909027,NFASC
7909064,CNTN2
7909088,TMCC2
7909102,
7909104,CDK18
7909125,
7909127,MFSD4A
7909140,
7909142,
7909144,LOC284581
7909146,FAM72B
7909146,FAM72A
7909146,FAM72C
7909146,FAM72D
7909155,AVPR1B
7909164,CTSE
7909175,SRGAP2
7909188,IKBKE
7909214,RASSF5
7909225,DYRK3
7909236,MAPKAPK2
7909250,IL19
7909261,IL20
7909271,IL24
7909283,
7909285,PFKFB2
7909306,C4BPB
7909318,C4BPA
7909332,CD55
7909350,CR2
7909371,CR1
7909390,CR1L
7909400,CD46
7909418,LOC148696
7909422,MIR205
7909422,MIR205HG
7909425,CAMK1G
7909441,G0S2
7909446,HSD11B1
7909455,TRAF3IP3
7909478,UTP25
7909494,SYT14
7909503,SERTAD4
7909510,HHAT
7909525,
7909527,
7909529,RCOR3
7909545,TRAF5
7909561,LINC00467
7909568,DTL
7909586,PPP2R5A
7909601,SNORA16B
7909603,NENF
7909610,ATF3
7909624,FAM71A
7909626,
7909628,FLVCR1
7909642,VASH2
7909661,RPS6KC1
7909681,PROX1
7909689,SMYD2
7909708,CENPF
7909730,KCNK2
7909745,KCTD3
7909768,SPATA17
7909780,
7909782,RRP15
7909789,TGFB2
7909801,LYPLAL1
7909811,
7909813,
7909815,IARS2
7909839,
7909841,MARK1
7909862,C1orf115
7909866,MTARC2
7909877,MTARC1
7909888,
7909890,HLX
7909896,
7909898,MIA3
7909931,BROX
7909946,FAM177B
7909954,DISP1
7909965,CCDC185
7909967,CAPN2
7909990,SEPTIN7P13
7909992,FBXO28
7909999,
7910001,DEGS1
7910010,
7910012,
7910014,CNIH4
7910022,CNIH3
7910030,DNAH14
7910047,DNAH14
7910054,DNAH14
7910096,
7910099,SRP9
7910111,EPHX1
7910124,H3-3A
7910124,H3P6
7910134,MIXL1
7910138,
7910140,
7910142,STUM
7910146,PSEN2
7910164,COQ8A
7910184,BTF3P9
7910186,
7910188,
7910190,ZNF678
7910198,ZNF678
7910200,SNAP47
7910200,JMJD4
7910211,PRSS38
7910217,WNT3A
7910229,ARF1
7910241,GUK1
7910257,GJC2
7910261,IBA57
7910265,OBSCN
7910369,H2BU1
7910372,RNF187
7910377,
7910379,DUSP5P1
7910381,DUSP5P1
7910383,
7910385,
7910387,RHOU
7910396,TMEM78
7910398,RAB4A
7910414,
7910416,URB2
7910427,GALNT2
7910446,COG2
7910466,CAPN9
7910490,
7910492,
7910494,ARV1
7910503,TRIM67
7910520,GNPAT
7910539,SPRTN
7910550,TSNAX
7910550,TSNAX-DISC1
7910559,DISC1
7910559,TSNAX-DISC1
7910583,
7910585,
7910587,
7910589,MAP10
7910591,NTPCR
7910600,MAP3K21
7910611,KCNK1
7910618,SLC35F3
7910630,COA6
7910634,
7910636,
7910638,
7910640,GGPS1
7910651,TBCE
7910672,
7910674,
7910676,
7910680,GPR137B
7910692,
7910694,EDARADD
7910706,LGALS8
7910727,ACTN2
7910752,MTR
7910790,
7910792,RYR2
7910897,
7910899,
7910901,LOC100130331
7910903,
7910905,
7910907,
7910909,
7910911,
7910913,
7910915,CHRM3
7910923,FMN2
7910944,
7910946,
7910948,
7910950,KMO
7910971,WDR64
7910997,EXO1
7911017,SDCCAG8
7911038,ZBTB18
7911045,LOC440742
7911047,
7911049,C1orf100
7911056,CATSPERE
7911078,DESI2
7911085,COX20
7911092,
7911094,
7911096,EFCAB2
7911108,
7911110,
7911112,EFCAB2
7911114,KIF26B
7911136,
7911138,CNST
7911155,SCCPDH
7911170,LINC01341
7911174,VN1R5
7911176,
7911178,NLRP3
7911197,OR2W5P
7911199,GCSAML
7911207,OR2G2
7911209,OR2G3
7911211,
7911213,
7911215,OR9H1P
7911218,OR2W3
7911218,TRIM58
7911229,OR2W3
7911229,TRIM58
7911231,OR2W3
7911231,TRIM58
7911233,OR2T8
7911235,
7911237,OR2L13
7911241,OR2L8
7911243,OR2AK2
7911248,OR2L5
7911252,OR2L2
7911258,OR2L3
7911260,OR2M1P
7911260,OR2M7
7911260,OR2M3
7911260,OR2M5
7911260,OR2M2
7911263,OR2M5
7911265,OR2M2
7911267,OR2M3
7911269,OR2M4
7911271,OR14C36
7911273,OR2T4
7911276,OR2T6
7911278,OR2T1
7911281,OR2T2
7911281,OR2T35
7911283,OR2T3
7911283,OR2T34
7911285,OR2T5
7911285,OR2T29
7911287,OR2G6
7911289,ZNF672
7911301,PGBD2
7911307,RPL23A
7911307,RPL23AP5
7911307,RPL23AP7
7911307,RPL23AP82
7911307,RPL23AP87
7911307,CENPBD1P1
7911309,WASH3P
7911309,WASH7P
7911309,WASHC1
7911309,WASH2P
7911309,WASH8P
7911323,FAM138A
7911323,FAM138F
7911323,FAM138C
7911323,FAM138E
7911323,FAM138B
7911323,FAM138D
7911329,LINC00266-1
7911329,PCMTD2
7911329,LINC01881
7911331,
7911333,RPL23A
7911333,RPL23AP5
7911333,RPL23AP7
7911333,CENPBD1P1
7911333,RPL23AP82
7911333,RPL23AP87
7911335,
7911337,
7911339,
7911341,
7911343,
7911345,OR4F29
7911345,OR4F3
7911345,OR4F16
7911345,OR4F21
7911347,LINC00266-1
7911347,PCMTD2
7911347,LINC01881
7911349,
7911351,LINC00115
7911355,
7911359,NOC2L
7911371,PERM1
7911376,HES4
7911383,C1orf159
7911403,TNFRSF18
7911413,TNFRSF4
7911422,SDF4
7911435,C1QTNF12
7911444,UBE2J2
7911458,ACAP3
7911486,INTS11
7911506,DVL1
7911506,MIR6808
7911529,MXRA8
7911532,AURKAIP1
7911539,CCNL2
7911559,MRPL20
7911566,MRPL20
7911568,SSU72
7911578,CDK11A
7911578,CDK11B
7911591,SLC35E2B
7911591,SLC35E2A
7911600,NADK
7911619,GNB1
7911634,TMEM52
7911643,CFAP74
7911657,CFAP74
7911659,CFAP74
7911676,
7911681,PRKCZ-AS1
7911683,FAAP20
7911699,
7911701,MORN1
7911718,LOC100129534
7911720,PEX10
7911730,PANK4
7911750,HES5
7911754,TNFRSF14
7911767,MMEL1
7911793,PRDM16-DT
7911796,PRDM16-DT
7911799,MEGF6
7911839,WRAP73
7911854,TP73-AS1
7911862,LRRC47
7911870,CEP104
7911897,C1orf174
7911902,NPHP4
7911941,CHD5
7911989,RPL22
7911993,ICMT
7912004,GPR153
7912012,ACOT7
7912031,HES2
7912040,TNFRSF25
7912040,PLEKHG5
7912056,TNFRSF25
7912056,PLEKHG5
7912086,NOL9
7912102,KLHL21
7912112,DNAJC11
7912133,
7912136,UTS2
7912145,TNFRSF9
7912155,
7912157,ERRFI1
7912162,
7912164,
7912166,RERE
7912194,
7912196,
7912198,ENO1
7912207,
7912209,
7912211,SLC2A7
7912224,SLC2A5
7912239,GPR157
7912248,MIR34A
7912248,MIR34AHG
7912250,MIR34AHG
7912252,
7912254,PIK3CD-AS1
7912257,CLSTN1
7912280,
7912283,CTNNBIP1
7912292,LZIC
7912303,DFFA
7912316,CASZ1
7912343,CASZ1
7912347,CASZ1
7912349,C1orf127
7912361,MASP2
7912374,SRM
7912385,EXOSC10
7912412,MTOR
7912473,FBXO2
7912481,MAD2L2
7912496,MTHFR
7912511,KIAA2013
7912515,NPPA
7912520,NPPB
7912525,
7912527,
7912529,
7912531,
7912535,
7912537,DHRS3
7912547,PRAMEF8
7912547,PRAMEF7
7912547,PRAMEF5
7912547,PRAMEF15
7912547,PRAMEF11
7912547,PRAMEF9
7912547,PRAMEF4
7912547,PRAMEF6
7912547,PRAMEF26
7912547,PRAMEF25
7912547,PRAMEF27
7912552,HNRNPCL1
7912552,HNRNPCL4
7912552,HNRNPCL3
7912555,PRAMEF4
7912555,PRAMEF8
7912555,PRAMEF7
7912555,PRAMEF5
7912555,PRAMEF15
7912555,PRAMEF9
7912555,PRAMEF6
7912555,PRAMEF26
7912555,PRAMEF25
7912555,PRAMEF11
7912555,PRAMEF27
7912561,PRAMEF10
7912561,PRAMEF22
7912561,PRAMEF33
7912561,PRAMEF1
7912561,PRAMEF18
7912561,PRAMEF17
7912561,PRAMEF2
7912561,PRAMEF36P
7912561,PRAMEF34P
7912567,PRAMEF8
7912567,PRAMEF7
7912567,PRAMEF5
7912567,PRAMEF4
7912567,PRAMEF6
7912567,PRAMEF15
7912567,PRAMEF9
7912567,PRAMEF11
7912567,PRAMEF26
7912567,PRAMEF25
7912567,PRAMEF27
7912575,PRAMEF8
7912575,PRAMEF7
7912575,PRAMEF5
7912575,PRAMEF4
7912575,PRAMEF6
7912575,PRAMEF15
7912575,PRAMEF9
7912575,PRAMEF11
7912575,PRAMEF26
7912575,PRAMEF25
7912575,PRAMEF27
7912580,HNRNPCL2
7912582,PRAMEF8
7912582,PRAMEF7
7912582,PRAMEF5
7912582,PRAMEF4
7912582,PRAMEF6
7912582,PRAMEF9
7912582,PRAMEF15
7912582,PRAMEF27
7912582,PRAMEF26
7912582,PRAMEF25
7912582,PRAMEF11
7912585,PRAMEF22
7912585,PRAMEF18
7912585,PRAMEF10
7912585,PRAMEF19
7912585,PRAMEF33
7912589,
7912591,PRAMEF8
7912591,PRAMEF7
7912595,PRAMEF14
7912595,PRAMEF1
7912595,PRAMEF13
7912595,PRAMEF2
7912595,PRAMEF36P
7912595,PRAMEF34P
7912601,PRAMEF19
7912601,PRAMEF18
7912601,PRAMEF22
7912606,PRAMEF8
7912606,PRAMEF7
7912610,PRAMEF14
7912610,PRAMEF1
7912610,PRAMEF13
7912610,PRAMEF2
7912610,PRAMEF36P
7912610,PRAMEF34P
7912617,PRAMEF19
7912617,PRAMEF18
7912617,PRAMEF22
7912622,LRRC38
7912625,
7912627,
7912629,TMEM51-AS1
7912638,TMEM51-AS1
7912646,CASP9
7912659,AGMAT
7912670,UQCRHL
7912670,UQCRH
7912672,FLJ37453
7912675,ZBTB17
7912692,HSPB7
7912701,FAM131C
7912706,EPHA2
7912724,ARHGEF19
7912743,CPLANE2
7912750,FBXO42
7912762,
7912764,SPATA21
7912784,CROCCP3
7912800,RNVU1-18
7912800,RNU1-3
7912800,RNU1-4
7912800,RNU1-2
7912800,RNU1-1
7912800,GSTM2
7912802,LOC440570
7912802,LINC01783
7912804,LOC440570
7912804,LINC01783
7912806,
7912808,NBPF9
7912808,NBPF12
7912808,NBPF10
7912808,NBPF14
7912808,NBPF1
7912808,NBPF8
7912808,NBPF11
7912808,NBPF15
7912808,NBPF20
7912808,NBPF25P
7912839,CROCCP2
7912850,RNVU1-18
7912850,RNU1-3
7912850,RNU1-4
7912850,RNU1-2
7912850,RNU1-1
7912850,GSTM2
7912852,EIF1AX
7912854,ESPNP
7912861,LINC01145
7912863,MST1L
7912863,MST1P2
7912863,MST1
7912882,
7912884,
7912887,MFAP2
7912898,ATP13A2
7912928,SDHB
7912937,PADI2
7912956,RCC2
7912968,TAS1R2
7912975,ALDH4A1
7912994,IFFO2
7913001,UBR4
7913110,EMC1
7913138,AKR7L
7913146,AKR7A3
7913154,LOC100506730
7913156,AKR7A2
7913169,CAPZB
7913185,
7913187,TMCO4
7913206,RNF186
7913211,PLA2G2E
7913216,PLA2G2A
7913226,PLA2G2D
7913235,PLA2G2C
7913237,CAMK2N1
7913242,MUL1
7913249,PINK1-AS
7913252,DDOST
7913252,PINK1-AS
7913256,DDOST
7913256,PINK1-AS
7913271,KIF17
7913290,SH2D5
7913300,HP1BP3
7913319,EIF4G3
7913357,ECE1
7913380,NBPF9
7913380,NBPF10
7913380,NBPF1
7913380,NBPF8
7913380,NBPF15
7913380,NBPF3
7913380,NBPF12
7913380,NBPF14
7913380,NBPF25P
7913380,NBPF19
7913380,NBPF26
7913380,NBPF11
7913380,NBPF20
7913385,RAP1GAP
7913415,USP48
7913450,HSPG2
7913547,WNT4
7913556,
7913558,LUZP1
7913566,HTR1D
7913571,HNRNPR
7913582,ZNF436
7913593,TCEA3
7913609,ASAP3
7913642,
7913644,E2F2
7913655,ID3
7913663,
7913665,
7913667,GALE
7913682,HMGCL
7913694,FUCA1
7913705,CNR2
7913712,SRSF10
7913727,MYOM3
7913768,IL22RA1
7913776,IFNLR1
7913787,STPG1
7913799,
7913801,
7913803,
7913805,RUNX3
7913814,SYF2
7913824,RSRP1
7913835,RHCE
7913850,LOC646471
7913852,AUNIP
7913858,PAQR7
7913864,STMN1
7913869,STMN1
7913869,MIR3917
7913883,PAFAH2
7913896,SLC30A2
7913907,TRIM63
7913918,UBXN11
7913938,CRYBG2
7913965,ZNF683
7913972,
7913976,
7913978,GPN2
7913990,GPATCH3
7914000,NR0B2
7914003,KDF1
7914015,TENT5B
7914021,SLC9A1
7914038,
7914040,
7914042,MAP3K6
7914075,FCN3
7914084,CD164L2
7914094,WASF2
7914103,AHDC1
7914112,FGR
7914127,IFI6
7914137,
7914139,
7914141,RPA2
7914153,EYA3
7914178,
7914180,SPCS2
7914182,
7914184,PTAFR
7914194,DNAJC8
7914200,
7914202,SNHG12
7914212,SNORA61
7914212,SNHG12
7914214,SNORA44
7914214,SNHG12
7914216,SNORA16A
7914216,SNHG12
7914218,TAF12
7914230,
7914232,TMEM200B
7914235,SRSF4
7914245,MECR
7914260,MATN1
7914270,LAPTM5
7914282,SDC3
7914296,PUM1
7914322,SNORD103A
7914322,SNORD103B
7914324,SNORD103A
7914324,SNORD103B
7914326,NKAIN1
7914334,SNRNP40
7914342,FABP3
7914350,
7914354,PEF1
7914361,COL16A1
7914433,ADGRB2
7914467,SPOCD1
7914489,PTP4A2
7914496,
7914498,
7914500,TMEM234
7914516,MTMR9LP
7914525,MARCKSL1
7914530,BSDC1
7914550,ZBTB8OS
7914555,
7914557,SYNC
7914563,YARS1
7914580,FNDC5
7914592,TMEM54
7914603,RNF19B
7914617,AK2
7914628,
7914630,TRIM62
7914643,A3GALT2
7914648,PHC2
7914665,
7914667,CSMD2
7914748,
7914750,SMIM12
7914758,DLGAP3
7914764,TMEM35B
7914764,ZMYM6
7914764,GPR199P
7914791,SFPQ
7914805,
7914807,
7914809,KIAA0319L
7914834,PSMB2
7914847,C1orf216
7914851,CLSPN
7914878,CLSPN
7914880,COL8A2
7914887,TRAPPC3
7914898,EVA1B
7914904,STK40
7914917,LSM10
7914921,
7914923,OSCP1
7914938,
7914940,MRPS15
7914950,CSF3R
7914974,GRIK3
7914992,
7914994,
7914996,MEAF6
7915008,SNIP1
7915015,GNL2
7915032,RSPO1
7915045,C1orf109
7915056,EPHA10
7915074,
7915078,EPHA10
7915084,YRDC
7915091,MTF1
7915101,INPP5B
7915130,SF3A3
7915147,FHL3
7915156,POU3F1
7915160,RRAGC
7915170,MYCBP
7915170,GJA9-MYCBP
7915178,GJA9
7915178,GJA9-MYCBP
7915184,RHBDL2
7915198,
7915200,
7915202,
7915204,PPIEL
7915207,PABPC4
7915227,SNORA55
7915229,HEYL
7915238,NT5C1A
7915245,HPCAL4
7915252,BMP8B
7915257,OXCT2P1
7915257,OXCT2
7915261,TRIT1
7915275,
7915277,MYCL
7915284,
7915286,PPT1
7915297,COL9A2
7915329,
7915331,
7915333,RIMS3
7915345,NFYC-AS1
7915345,RIMS3
7915347,CITED4
7915351,SLFNL1
7915363,SCMH1
7915385,EDN2
7915392,HIVEP3
7915404,GUCA2A
7915408,FOXJ3
7915425,ZMYND12
7915435,CLDN19
7915444,P3H1
7915466,
7915468,SVBP
7915472,SLC2A1
7915485,EBNA1BP2
7915498,
7915500,C1orf210
7915504,ELOVL1
7915516,MED8
7915529,HYI
7915543,SLC6A9
7915561,
7915563,
7915565,
7915567,ERI3
7915578,TMEM53
7915590,RNU5F-1
7915592,RNU5D-1
7915594,
7915598,BEST4
7915609,DYNLT4
7915612,PTCH2
7915614,PTCH2
7915640,EIF2B3
7915657,
7915659,HECTD3
7915682,ZSWIM5
7915695,MUTYH
7915718,TESK2
7915731,
7915733,PRDX1
7915743,CCDC17
7915758,GPBP1L1
7915775,IPP
7915787,PIK3R3
7915787,P3R3URF-PIK3R3
7915801,POMGNT1
7915827,LRRC41
7915841,KNCN
7915846,MKNK1
7915861,MOB3C
7915861,MKNK1
7915870,ATPAF1
7915882,EFCAB14
7915896,CYP4Z2P
7915902,CYP4A11
7915910,PDZK1IP1
7915919,TAL1
7915926,STIL
7915949,TRABD2B
7915951,
7915955,SPATA6
7915971,AGBL4
7915982,BEND5
7915991,DMRTA2
7915995,FAF1
7916016,
7916018,
7916020,
7916022,
7916024,TTC39A
7916045,EPS15
7916075,
7916077,NRDC
7916112,RAB3B
7916120,TXNDC12
7916130,KTI12
7916130,TXNDC12
7916135,CC2D1B
7916167,ORC1
7916185,TUT4
7916219,COA7
7916225,
7916227,
7916229,ECHDC2
7916246,
7916248,SLC1A7
7916262,CZIB
7916274,MAGOH
7916282,LRP8
7916304,GLIS1
7916316,NDC1
7916341,
7916343,YIPF1
7916356,HSPB11
7916364,LDLRAD1
7916372,TMEM59
7916384,CDCP2
7916393,CYB5RL
7916403,SSBP3
7916412,FAM151A
7916422,PARS2
7916425,TTC22
7916432,DHCR24
7916443,USP24
7916487,
7916489,
7916491,
7916493,PLPP3
7916506,FYB2
7916526,C8B
7916541,DAB1
7916562,HNRNPA1P6
7916562,HNRNPA1
7916562,HNRNPA1L2
7916562,HNRNPA1P10
7916564,
7916566,
7916568,
7916570,OMA1
7916582,
7916584,TACSTD2
7916590,AK2
7916592,MYSM1
7916609,JUN
7916616,CYP2J2
7916627,
7916629,C1orf87
7916643,TM2D1
7916654,KANK4
7916667,
7916669,DOCK7
7916725,
7916727,ITGB3BP
7916741,
7916743,
7916745,
7916747,JAK1
7916775,
7916777,MIR101-1
7916781,
7916783,
7916785,INSL5
7916789,DNAI4
7916808,SLC35D1
7916822,C1orf141
7916832,
7916834,
7916836,SERBP1
7916841,
7916843,GNG12
7916851,
7916853,DIRAS3
7916862,WLS
7916880,
7916882,RPE65
7916898,DEPDC1
7916910,LRRC40
7916926,
7916928,ANKRD13C
7916944,PTGER3
7916969,ZRANB2
7916984,MIR186
7916986,NEGR1
7916998,
7917000,
7917002,
7917004,LRRIQ3
7917008,LRRIQ3
7917015,LRRC53
7917019,ERICH3
7917037,CRYZ
7917050,
7917052,SLC44A5
7917080,DLSTP1
7917082,ASB17
7917088,PIGK
7917103,ZZZ3
7917120,USP33
7917148,AIDA
7917151,NEXN-AS1
7917156,FUBP1
7917180,
7917182,ADGRL4
7917199,TTLL7
7917232,GNG5
7917240,CTBS
7917251,LINC01555
7917255,SSX2IP
7917276,LPAR3
7917283,MCOLN2
7917304,MCOLN3
7917322,SYDE2
7917331,C1orf52
7917338,BCL10
7917347,DDAH1
7917357,
7917359,ZNHIT6
7917370,COL24A1
7917431,
7917433,ODF2L
7917455,SELENOF
7917466,
7917468,
7917470,
7917472,GTF2B
7917482,KYAT3
7917482,RBMXL1
7917503,GBP3
7917514,
7917516,GBP1
7917516,GBP3
7917516,GBP1P1
7917528,
7917530,GBP2
7917532,GBP2
7917548,GBP7
7917561,GBP4
7917576,GBP5
7917591,
7917593,GEMIN8P4
7917597,
7917599,BARHL2
7917604,ZNF644
7917612,HFM1
7917634,HFM1
7917645,RNA28SN5
7917645,RNA45SN5
7917645,SLC17A7
7917647,
7917649,TGFBR3
7917670,
7917672,
7917674,SETSIP
7917674,SET
7917676,GLMN
7917695,
7917697,GFI1
7917707,EVI5
7917726,
7917728,DIPK1A
7917735,
7917737,
7917739,
7917741,TMED5
7917752,
7917754,BCAR3
7917771,DNTTIP2
7917779,GCLM
7917790,
7917792,
7917794,
7917798,ABCA4
7917850,ARHGAP29
7917875,F3
7917885,CNN3
7917896,ALG14
7917902,
7917904,
7917906,RPL7
7917910,
7917912,DPYD
7917942,MIR2682
7917942,MIR137HG
7917944,MIR137
7917944,MIR137HG
7917946,PLPPR5
7917954,FRRS1
7917972,
7917974,
7917976,SASS6
7917996,LRRC39
7918008,DBT
7918026,EXTL2
7918034,DPH5
7918048,
7918050,RPSAP19
7918050,RPSA
7918050,RPSAP9
7918050,RPSAP15
7918050,RPSAP58
7918050,RPSAP36
7918052,OLFM3
7918064,COL11A1
7918134,AMY2A
7918134,AMY1B
7918134,AMY1C
7918134,AMY1A
7918134,AMY2B
7918149,
7918151,
7918153,
7918157,VAV3
7918188,SLC25A24
